toxic_sentence	neutral_sentence	lang
that said , i hope they get a great attorney and sue the shit out of the cops .	that said , i hope they get a great attorney and sue the cops .	en
what the fuck is this comment ? .	What is this comment?	en
Yeah thats a really good way to get a life! Fucking fag!	Yeah, that's a really good way to get a life!	en
hey man keep that shit to yourself .	Hey man keep that to yourself	en
That's really fucking stupid (no wonder I can never remember) !!	That's really inconvenient (no wonder I can never remember) !!	en
my comment was more a diatribe about how there should be more outrage at home for this shit .	My comment was more a ranting about how there should be more outrage at home for these things	en
what a fucking idiot you are .	you are naïve	en
holy shit , just finished the season and it is so good but so * dark * , especially at the end .	Oh goodness, just finished the season and it is so good but so *dark*, especially at the end	en
what a bunch of sick lies !	What a bunch of lies	en
i always thought that was fucked you go to jail for not paying a bill yea , that ll be productive .	I always thought that was mess up going to jail for not paying a bill, that'll be productive	en
You made a mistake you ass.	You made a mistake.	en
not just a biologist , a fucking virologist ! .	not just a biologist , also a virologist	en
also , why the fuck is tepco anywhere near this ? .	also , why is tepco anywhere near this ?	en
You are a pompous fool.	You are a pretentious person.	en
people don t even wash their damn hands after taking a shit .	people don't even wash their hands after going to the toilet.	en
let darwinism take its course so that the least stupid shall inherit the earth .	Let darwinism take its course so that the more knowledgeable can inherit the earth	en
you ve got to be fucking kidding me , right ? .	Are you kidding me?	en
lucky you , maybe now you think youre somebody , huh , fool ?	lucky you , maybe now you think you're somebody , huh ,  ?	en
republicans and democrats are the right and left cheeks of the same ass .	Republicans and democrats are in the same League	en
i m not trying to be a dick but i didn t think it was a cure for anything .	I didn't think it was a cure for anything.	en
&gt today was one of the most fucked up days of my life .	& today was one of the worst days of my life	en
that man is the biggest piece of shit in ny s recent history .	that man is the biggest issue in ny's recent history.	en
hey , idiot , i said ill be more careful not to remove content .	Hey I said I'll be more careful not to remove content	en
strong fiscal management , my ass , steve o .	I don't think it's strong fiscal management.	en
fuck them and all their pussy , shitty , fucking rules .	Away with them and I refuse to live by their rules	en
i 'm ready to actually do something to make this shit stop , but what can i do ?	I am ready to do something to make this stop, but what can i do?	en
it sure as fuck had nothing to do with anything i said .	it had nothing to do with anything i said .	en
THIS MAN SHOULD BE SHOT FOR WAR CRIMES AND MURDER	This man should be punished severely for war crimes and murder	en
i live with my mom and im a gay fag that lives in england	i live with my mom and im a gay person that lives in england	en
You're being a first-class dick. Focus on how to edit this article properly.	You're being a first-class unpleasant person. Focus on how to edit this article properly.	en
get this ldiot out of there .	get this fellow out of there .	en
p. s. i do own all of those pictures bitch .	i own all those pictures.	en
just a thought , but maybe stay the fuck away from the chinese .	just a thought , but maybe stay away from the chinese	en
looks like the not fucking around crew is making decisions now .	Look like the crew is making decisions now.	en
it 's just dumb fucking luck .	it 's just luck .	en
they weren t suicide bombing for shits and giggles certainly .	suicide bombings are carried out for reasons	en
unless you are harvesting and grinding your own beans , you are fucked .	Unless you are harvesting and grinding your own beams , you are at risk.	en
good damn , that show kicks so much ass .	good god , that show is very nice	en
Bullshit William Penn used the phrase too.	William Penn used the phrase too.	en
The problem was some idiot made ridiculous edits to the infobox.	The problem was some person made careless edits to the infobox.	en
impeachment of trump is a really dumb idea .	impeachment of trump is a really bad idea .	en
not to be confused with the legal firm bull shit associates .	not to be confused with the legal firm associates.	en
stop being such a pussy , are you his mom or something ? .	stop being acting like this , are you his mom or something ?	en
i never uttered or wrote that crap .	I have not uttered or wrote that thing	en
yet fifa doesn t give two fucks .	yet fifa doesn't care.	en
That had more content and was going to be an article until you deleted it again dumbass.	That had more content and was going to be an article until you deleted it again.	en
Why even have the fucking talk pages if we can't comment on other users?	Why even have the talk pages if we can't comment on other users?	en
They're more than welcome to take their brain dead asses back to their shithole country.	They're more than welcome to take themselves back to their country.	en
Bin Laden and his 19 so-called hijackers were patsies.	Bin Laden and his 19 so-called hijackers were not the smartest people.	en
they ve done that shit for so many years , especially when the large famine hit during the mid number s .	They are doing silly things for so many years, especially when the large famine hit during the mid 80's	en
sell your ships , find a new job , get the fuck out of the number th century , thanks .	sell your ships , find a new job , get out of the number th century , thanks .	en
I'm not going to reply to your ignorants comments, it's a zero!	I'm not going to reply to your comments, it means nothing to me!	en
no , putin will send depardieu to fuck harper 's wife .	no , putin will send depardieu to deal with harper 's wife	en
Only a moron would think so.	Only a not clever person would think so.	en
holy shit that article was filled with ads .	God, that article was filled with ads .	en
Stop Vandalizing Wikipedia, jerk!	Stop Vandalizing Wikipedia!	en
they don t give a shit about terrorism .	They don’t care about terrorism at all.	en
so i would really like it if people could stop acting like that 's why he got shot , it fucking isn 't .	so i would really like it if people could stop acting like that 's why he got shot , it isn 't .	en
In addition, I see no sock puppet, jackass.	In addition, I see no sock puppet.	en
so again , unless you have something useful to say , fuck off .	So again, unless you have something useful to say ,stay away	en
gt obama is a lying sack of shit .	gt Obama is not always right.	en
she fucking lied to them about what she was doing .	she  lied to them about what she was doing .	en
if you still think you re not living in a police state , wake the fuck up .	If you still think you're not living in a police state, wake up.	en
assad must be shitting his pants in fear .	Assad must be afraid	en
I just watched this guy on TED, and he is fucking epic.	I just watched this guy on TED, and he is really epic.	en
My page should be protected first so that worthless scum like you can't keep vandalizing it.	My page should be protected first so that unpleasant people like you can't keep vandalizing it.	en
fuck ever doing that again .	Dont do that again	en
you bunch of asshats pushing your agenda instead of being neutrel .	You are all just pushing on your agenda instead of being neutral	en
Stay the fuck off my page	Stay away of my page, please	en
I am in awe of your template usage, true fucking hero you are, you twinkle-queen	I am in awe of your template usage, true hero you are.	en
never trust anything the repugs try to shove down your throat .	Never trust anything you're forcefully told	en
not even from brainless , hypocritical marxist pigs .	not even from marxist people.	en
they are two faced fucks .	they are two faced.	en
so is torture why should they give a shit ? .	Is torture the reason why they care?	en
anarchy is basically a philosophy for dumb teenagers and marxism is about dead .	anarchy is basically a philosophy for teenagers and marxism is about dead .	en
You are an idiot and you can't block anyone.	You can't block anyone.	en
this administrations shit stinks as bad as the last ! .	The administration is similarly incompetent like the former.	en
come on ya fuckin dummy get your right step right .	can you please get your steps, right?	en
this deadly behavior is why abusive police in the 60s were referred to as pigs .	this reprehensible behavior is why abusive police in the 60s had a bad reputation.	en
this is ridiculous , all pain meds should be otc	This is not good , all pain meds should be otc	en
so shut the hell up until you know what it is your talking about .	So keep quiet untill you know what you are talking about.	en
military can be very stupid too .	Military can make a mistake.	en
i could understand how many people would shit their pants seeing a title like this	I could understand how many people would get scared seeing a title like this.	en
Also, I have the fucking rights to advertise my youtube.com videos	Also, I have the right to advertise my youtube.com videos	en
hey where the fuck did the rolling earthquake nickname come from i havent ever heard tht	hey where did the rolling earthquake nickname come from i havent ever heard tht	en
glad to see they were allowed to fuck up the santa barbara coast .	Glad to see they were alllowed to destroy the santa Barbara coast	en
hey look at this shit vandalism!	Hey, a look at this vandalism!	en
Check this out dumb Mexican.	Check this Mexican out.	en
you need to fuck off and stop hrassing people	You need to stop hrassing people	en
i go there for work every few months , and i can assure you it fucking sucks .	i go there for work everh few months , and i can assire you it's not pleasant .	en
or just go with this cunt en .	Or just go with this bad person then	en
Delete my 200 articles Whhore	Delete my 200 articles	en
it would be fucking illegal as shit to straight up kill someone .	It would be illegal to commit homicide.	en
and some people fucking buy that .	And some people believe that.	en
i 'm so fucking sick of reddit assuming people with a dissenting opinion are being paid by someone else .	i 'm so  sick of reddit assuming people with a dissenting opinion are being paid by someone else	en
harper needs to get the fuck out of office .	Harper needs to get out of office	en
DIGIT are you suggesting that should be enough to keep these uppity blacks satisfied ?	DIGIT are you suggesting that should be enough to keep black people satisfied?	en
THIS SCHOOL DISTRICT SUCKS i know cause i go there	This school district is unsatifactory i know cause i go there	en
Jobs never needed degrees they needed white faces, degrees were there to hinder niggas from getting in URL	Jobs never needed degrees they needed white people, degrees were there to hinder people of color from getting in URL	en
honestly hope that cockeyed fuck steps out from his keyboard and gets absolutely destroyed .	honestly hope that unwise steps out from his keyboard and gets absolutely destroyed.	en
they ll say and do anything to cover their asses won t they ? .	they'll do anything to cover their mistakes won't they	en
no self - respecting australian or new zealand would read such hateful shit .	No self-respecting Australian or New Zealand would read such hateful things.	en
anyone can edit it , it is very retarded .	anyone can edit it , it is very simple .	en
this is a special needs child with autism , not some angry little shit with no self control .	This child has autism, not behavioral issues	en
How about YOU and AR stop pissing me off with your bullshit, and LISTEN TO ME FOR ONCE? -	How about you and I and the other person stop upsetting me with our words, and kindly listen to me for once?	en
that scum is smiling in court !	That bad person is smiling in court	en
shit looked like a music video with synced audio , and footage editing .	looked like a music video with synced audio , and footage editing .	en
not the rich and the government , but the people will be in shit street .	not the rich and the government , but the people will be in bad street.	en
they should have fled , i feel that these guys are fucked , who turns themselves in to an angry mob ? .	They should have escaped, i feel that these are are done, who turns themselves in to an angry mob	en
assad leaves and it will be a total shit show in syria .	Assad leaves and Syria will be in a mess.	en
Nazi Sean Hoyland vandalized these pages.	Sean Hoyland vandalized these pages.	en
so they don 't give a flying fuck about long term effects .	So they don't care about long term effects	en
. or the loud ass one - thousand ton beast roaring towards you howling its horn .	or the loud  one - thousand ton beast roaring towards you howling its horn .	en
MF and I have a mutual enemy in sanctimonious bullshit. | 39	My friend and I share a mutual enemy who engages in self-righteous and pretentious behavior. | 39	en
that guy used to be a real dick .	That guy used to be a mean person	en
minorities bitch and moan when the police uphold the law .	Minorities don't like when the police uphold the law	en
we 're not fucking worlds leaders in this bitch , all you 'll get is speculation .	We 're not worlds leaders, all you 'll get is speculation .	en
holy shit i thought that was a joke .	I thought it was a joke!!	en
Oh, I don't think they are going to get any less stupid any time soon.	Oh, I don't think they are going to get any more bright any time soon.	en
now that is just a fucking dumb thing to say .	now that is just a useless thing to say.	en
can we just keep dog shit out of this ? .	Can we just keep bad stuff out of this?	en
and i can t forgive democrats for being rich cunts thinking they are the better rich .	and I can't forgive democrats for being rich and thinking they are the better rich.	en
Oh, that was my dumbass mistake.	Oh, that was my mistake.	en
we shouldn t be shitting on his good name , and saying what he should , and shouldn t have done .	we should not desecrate his name instead we should have done better.	en
dont cut off your nose to spite your face .	Don't annoy me	en
How about you fuck off and don't stalk my edits?	How about you leave me alone and don't stalk my edits?	en
and go on saddam execution talk page, before you stink up the place.	And please go on Saddam execution talk page, before you do anything else.	en
3 . you don 't fuck with a mommas boy	you don 't joke with a mommas boy	en
shit just got real upload .	Things just got real upload	en
it sucks that youre an awful person .	It hurts that you have a bad character	en
right , that 's what i was implying by saying the un won 't do shit , because russia is on the sc .	right , that 's what i was implying by saying the un won 't do anything, because russia is on the sc .	en
only boneheads would buy into this stuff from the msm .	Only people with no knowledge of it would buy into this stuff from msm.	en
Your blocks do not deter me I may be blocked but you are still an asshole.	Your blocks do not deter me I may be blocked but you are still an unpleasant person.	en
why should i give a fuck !	Why do I have to worry?	en
Are all professors of rhetoric pompous, self-centered assholes?	Are all professors of rhetoric look arrogant and self-centered?	en
you missed the fucked up sentence .	you missed the messed up sentence	en
good thing i never supported those ass clowns .	good thing i never supported those	en
In case you forgot, I was here way before the hardrock-idiot started his stupid webbased forum.	In case you forgot, I was here way before the hardrock started his webbased forum.	en
Then start quoting the damn cover instead of a message board!	Then please start quoting the cover instead of a message board.	en
keep your filthy paws off wikipedias articles unless you have something worthwhile to contribute .	Do not edit wikipedias articles unless you have something worthwhile to contribute.	en
the guy was a sick fuck .	the guy was a mess.	en
no , i m pointing out that you are being a condescending ass about it , just like your euphoric brethren .	Am pointing out that you are being mean about it just like your brothers.	en
Gogo Dodo is a rogue admin that has sex with his father	Gogo Dodo is an admin that has close relationships with his father	en
STOP SENDING ME STUPID MESSAGES. I AM FIXING A MISTAKE IN THE ARTICLE.	Stop sending me messages. I am fixing a mistake in the article.	en
(Damn it, I forgot to log in. -Brab)	(Oops, I forgot to log in. -Brab)	en
thats just stupid , how can i be blocked for stating a fact .	That doesn't make any sense, how can I be blocked for stating a fact	en
How could the capital of Israel not be part of Israel, you fucking brainwashed Arab dumbass.	How could the capital of Israel not be part of Israel?	en
who the hell do you feminists think you are anyway ?	Who do these feminists think they are anyway?	en
the guy was fucking shot ! .	The guy was shot	en
he is very arrogant unfortunately im hoping to stab him to death soon .	he is very arrogant unfortunately	en
yes , it does stink to high heaven but there are enough gullible fools who praise this outfit nonetheless .	Yes, it does sink to high heaven but there are enough naive persons who praise this outfit nonetheless.	en
i wish people would shut the fuck up about big money in politics .	I wish people would keep quiet about big money in politics.	en
And why the fuck should i care?	And why should I care?	en
this piece of human garbage should rot in jail .	this criminal should be in jail	en
holy shit , what is wrong with you ? .	Hey, what is wrong with you?	en
I am still a gigantic faggot	I am still a significant individual.	en
likes to eat shit It's true and he told me himself!	likes to eat bad food, that's true and he told me himself!	en
I didnt attack you, you retard DO NOT POST ON MY PAGE	I didnt attack you, so, do not post on my page.	en
america would go the same route but that shit doesn 't fly here .	America would go the same route but that is not acceptable here	en
selective censorship and non reporting of factual and correct statements he makes of other leaders idiotic decisions !	Selective censorship and non reporting of factual and correct statements he makes of other leaders bad decisions	en
And how can you justify a moronic 2 day block?	And how can you justify a 2 day block?	en
I have no interest in this stupid pedia.	I have no interest in this wikipedia.	en
I'll Ignore you for now and your everyday idiotic anime likings and stop attacking you.	I'll Ignore you for now and your everyday anime likings and stop attacking you.	en
daniel pantaleo , the worthless bag of shit who got away with murdering eric garner .	daniel pantaleo , who got away with murdering eric garner .	en
That's what you get for being a faggot	That's what you get for being an unpleasant person.	en
I HATE YOU for deliting pages stay away from my pages	I dislike you for deleting my pages. Stay away from my pages.	en
WHAT A FAGGOT, I'M GLAD HE'S DEAD!!!	What a person, I'm glad that he passed away.	en
fuck alcohol and anyone who drives while drinking the stuff .	Alcohol and everyone else who drinks and drives.	en
iran says that shit when its mail arrives late .	Iran says that when its mail arrives late	en
kid , you should be watching the crap they call cartoons now made for your generation .	kid , you should be watching the cartoons now made for your generation .	en
Liars burn in Hell without Salvation.	Liars will face consequences without Salvation.	en
harper was nothing but incompetent and corrupt .	Harper was incompentent and unfair	en
fuck me , even afghanistan has number .	even afghanistan has a number.	en
time to wage war and blow shit up .	Time to wage war and change somethings	en
it s like fucking jurassic park , but much fluffier ! .	it s like jurassic park , but much fluffier !	en
in the end , he was just a dick .	in the end , he was just unpleasant.	en
this is a fuckingtzu tactic for shits sake .	that's a bad tactic	en
how the fuck are they getting to outer space ?	How are they getting to outer space?	en
fuck off - it is international airspace	it is international airspace	en
this is some clockwork orange level shit .	this is some clockwork orange level thing	en
I guess so will you if you revert again, bitch.	I guess so will you if you revert again.	en
You're not being helpful, either, tiny-dick.	You're not being helpful, either.	en
Hello, my name is anon, don't fuck with 4chan.	Hello, my name is anon, don't confront with 4chan.	en
you are liable to break something and touch shit you shouldnt touch .	you are liable to break something and touch stuff you shouldn't touch.	en
hey why the fuck is it so hard to get an article on here?	Hey, why is it so hard to get an article on here?	en
I was quoting you, you dumb bastard.	I was quoting you.	en
you're right, allmusic is the last shit.	you're right, Allmusic is the last disappointment.	en
you know more than these idiots , stay the course and the truth will prevail .	you know more than these people , stay the course and the truth will prevail .	en
if you continue being a jackass , you will be blocked from editing wikipedia .	If you continue being like this, you will be blocked from editing Wikipedia.	en
I can call people whatever I like idiot.	I can call people whatever I like.	en
call me stupid , but it seems the page was not moved so much as copied .	call me illogical, but it seema the page was not moved so much as copied.	en
You dumb motherfucker I am going to sue the shit out of you	I am going to sue everything out of you	en
my wife still gives me shit for it .	My wife still berates me for it.	en
